nama_penulis,rating,teks_ulasan,waktu,likes
Wahyu Budi Santoso,5.0,"Tempat beli laptop second yang recommended , dan pasti masih garansi resmi",a year ago,0
Dikra Sadoni,5.0,"Pelayanan ramah , tempat strategis , aksesoris komplit",2 years ago,0
Syaifullah Alfaruq,5.0,"Pelayanan mantap, laptop 2nd berkualitas semua 👍",2 years ago,0
Muhammad Idham Arafah,5.0,Rudi pernah beli laptop disini,2 years ago,0
Pendet 11,5.0,"Bagus, dapet laptop gaming gahar mantap, tapi harga miring",Edited 11 months ago,0
Hapy I,5.0,"Rekomend buat yg cari laptop second kualitas sangat bagus, disini ada banyak",3 years ago,0
Hasan Riyanto,5.0,"Barang istimewa.
Pelayanan super ramah.

Makasih mas.
Sukses teruss",4 years ago,0
Almaz Fiqri,5.0,"Nice shop, pelayanan sangat ok",a year ago,0
Rizqi Firdaus,5.0,"REKOMEN TEMPATNYA, SAYANG CEPET HILANH BARANGNYA.

MANTEPPP LAHH",a year ago,0
Ayu Ratih,5.0,"oke banget, beli laptop second serasa baruuu👌🏻",2 years ago,0
Sparepart Laptop,5.0,Agannya ramah..tempatnya nyaman..udh ga bisa bilang apa apa lagi..trusted lah,4 years ago,0
Rahma Dania Ayushinta,5.0,"Tempat nyaman, penjualnya ramah, ga nyesel beli disini 👍",4 years ago,0
Sarrah Natalia,5.0,"Pelayanan nyaman, barang oke👌
Sukses selalu Hero Computer Jogja😇",3 years ago,0
Muhamad Hakim Saputra,5.0,Ramah rekomended,3 years ago,0
Adinda Willyana,5.0,"laptopnya bagus², pelayanannya ramah. recomended pokoknyaa👍👍👍👍",2 years ago,0
Rezky Amy,5.0,"Sangat recommended, pelayanan nya sangat ramahh👍👍",2 years ago,0
Damar Nurrahman,5.0,pelayanan baik dan ramah.. produk oke,2 years ago,0
Rasyid Ghoni Abdillah,5.0,"Mantapp  , Sangatt Ramahh , Pelayanannya  Ramah , Barangnya Jospar",3 years ago,0
hafif okredi,5.0,"Pelayanan cepat, dan mas nya ramah pool",a year ago,0
Didi Ahmad Mulya,5.0,Dapet legion di sini wkwk,5 months ago,0
Evan Pramudya,5.0,"Penjualnya ramah, pokoknya recommend bgt 👍🏻",2 years ago,0
Mukminan Arief,5.0,"Recomended, lengkap dan ramah",3 years ago,0
Rokhmad Syarifuddin,4.0,"Laptop nya bagus ,sesuai dengan harga ,lokasinya mudah dijangkau siip buat Hero Computer",2 years ago,0
Gilang Fathurrohman,5.0,Pelayanannya ramah serta di beri pengarahan sebelum memilih Joss.....,3 years ago,0
Faisa Ardra,5.0,"Ramah, dijelaskan dengan baik, kualitas tidak mengecewakan",a year ago,0
Ananderra Faiz,5.0,"Laptopnya keren, mulus-2 like new, joss",a year ago,0
DavinAlanDarma Davin,5.0,Laptopnya baguss baguss,3 months ago,0
Yustinus Paidi,5.0,Pelayanan yang sangat bagus dan barangnya istimewaaaaaa,2 years ago,0
Muh Stefryadhi,5.0,"Mantap, harga harga murah bagi para mahasiswa",a year ago,0
Zulfi Risqi,5.0,"Owner ramah, pelayanan oke. Murah sepenjuru jogja",3 years ago,0
23 Naufal Arif,5.0,Pelayanan ramah sama masnya gak pelit ilmu.,a year ago,0
Agus Tiadi,5.0,"Mantap sekali
Ramah dan sabar",9 months ago,0
Pravayangastha,5.0,"Sangat memuaskan, pelayanan nya juga baik",2 years ago,0
yusuf kurniawan,5.0,"Top, walaupun second laptopnya model baru semua",a year ago,0
jus jambu,5.0,ramah,2 months ago,0
MUHAMMAD WISNU ADJI PANGESTU,5.0,"Barang sesuai, walau second masih keliatan likenew",a year ago,0
Alssa Askfritho,5.0,barang bagus dan pelayanan toko ramah👌👍🏻,2 years ago,0
Ronald Igor Raditya,5.0,"Pelayanan ramah, cepat, informatif, mantab pokoknya",a year ago,0
Abdul Aziz,5.0,"Pelayanan ramah, kualitas top, trusted, RECOMMENDED!",3 years ago,0
Samsul Robi,5.0,"Pelayanan baik, good seller",a year ago,0
Febi Utami FU,5.0,"Pelayanannya cepat dan juga ramah ditoko ini,  harganya juga murah",3 years ago,0
luqman hakim,5.0,"Mantaplah, rekomendasi buat para temen"" yang mau cari laptop 👍",3 years ago,0
arka Arka,5.0,"Keren,kualitasnya bagus,pelayanan sangat baik",2 years ago,0
Arni Kurnia,5.0,"Highly recommended, pelayanan ramah, kualitas produk okeee",3 years ago,0
ARGASYAH AHMAD AL KABIR,5.0,"Pelayanan Mantab, Barang like new harga 2nd",2 years ago,0
Angga Putra,5.0,Tempat nya nyaman dan mas nya ramah,10 months ago,0
marda tri setya,5.0,Sangat recoment banget buat 2nd likenews barang masih bagus..,3 years ago,0
Ilham Sudistiawan,5.0,Tempat pembelian laptop second yang sangat recommended.,a year ago,0
Muktafin,5.0,Mantabbb.. rekomended sekali..,2 years ago,0
Bebek Petarung,5.0,Tempat bagus buat nyari laptop harga terbaik di jogja,2 years ago,0
Cheen Lee,5.0,"Jual laptop bekas tapi berkualitas, untuk harga bisa cari sesuai budget.",3 years ago,0
Alif Haikal,5.0,"harga terbaik, pelayanan ramah, jos pokoke 👍🏻",3 years ago,0
Strawberry _,5.0,Tempat jual beli laptop jogja dengan garansi dan banyak pilihan..recommended👍,2 years ago,0
Aulia Rahman,5.0,bagus tempatnya,7 months ago,0
Safri munthe013,5.0,Sangat rekomen untuk cari² laptop dana pelajar,a year ago,0
Arfashad Izaz,5.0,"Toko Laptop Second Paling recomended, pelayanan paling poll top global",2 years ago,0
Muhammad Mahfudz,5.0,Tempat beli laptop second dengan harga murah dan kualitas yang baik.,2 years ago,0
Ahmad Bilvan Firjatullah,5.0,mantap sekali gak nyesel jauh jauh dari magelang,a year ago,0
Rahma Yulianto,5.0,Laptop nya berkualitas semua,3 years ago,0
Nopel Nop,5.0,"worth it, dan mulus mulus sih",7 months ago,0
Vivi Ulvia,5.0,"Kakaknya ramah, pelayanan baik...",a year ago,0
subiyan toro,5.0,Membantu pemilihan laptop sesuai kebutuhan. Keren.,11 months ago,0
Tuan Masker Gaming,5.0,Mantap pelayanan OK. Semoga barang aweet,3 years ago,0
Gerardus Majella,5.0,mantap,2 months ago,0
kautsar arjuna,5.0,"Pelayanan josjis, harga merakyat, recommended pokoke👍",2 years ago,0
Seno Basis Sampurno,5.0,Mantab,2 months ago,0
Chendana Saksono,5.0,"Toko terpercaya...
3 kali transaksi tdk ada kendala...",3 years ago,0
Andreas Hamdani,5.0,"pelayanan bagus, ramah👍🏻👍🏻",a year ago,0
Rayhan Aswiansyah,5.0,Mantap laptopnya lengkap ya sip,3 years ago,0
Ikhwani amirul,5.0,Hero computer jogja sangat rekomended bagi yang cari laptop dan untuk bagi pelajar atau mahasiswa👍👍,2 years ago,0
3668 _ Teddy Mukhasan,5.0,Pelayanan mantap dan cekatan. Harga murah dan terjangkau,2 years ago,0
33_Muhamad Alfareza,5.0,Laptop yang dijual bagus bagus banget dan harga nya merakyat,2 years ago,0
Nur Khanita Ardiningsih,5.0,"Yhuks, mau konsul laptop kamu, mau tuker, mau beli ke HERO COMP ajah",2 years ago,0
024_Gian Dany Fausta Hariq,5.0,yang butuh laptop second dengan harga miring sung kunjungi hero komputer jogjahhh,2 years ago,0
muhammad niko,5.0,"Pelayanan ramah, recomended pokoknya 💃",a year ago,0
amas rofik,5.0,"Tempatnya nyaman, barang berkualitas😁👍",2 years ago,0
Widiyawati,5.0,Rekomendasi banget beli laptop disini 👍👍,10 months ago,0
Dani semprul 22,5.0,barang mantap rekomendasi sesuai kantong sukses terus,3 years ago,0
Desi Sunyahni Permatasari,5.0,Ramah dan bagus,7 months ago,0
Sundaesign Collective,5.0,Puas dengan barang dan pelayanannya 👍🏻,a year ago,0
Briandika Yusni,5.0,tempat lengkap mencari laptop pilihan anda..,a year ago,0
Syahrul Ramadhan,5.0,pelayanan sangat bagus mantap,a year ago,0
Bagas saputra,5.0,mantap kali wak beli laptop disini,a year ago,0
Aufa Daffa,5.0,"Penjual ramah serta harga pun terjangkau, mantappp",3 years ago,0
Mutia Sholikha,5.0,"Dua kali beli di sini, fresh dari pemilik pertamanya, memuaskan",3 years ago,0
Rheno Viktoria,5.0,"Mantap banget, penjual ramah, harga juga ramah. Kece banget",3 years ago,0
Noor Faiz Rasyid,5.0,Pelayanan ranah dan menyenangkan,8 months ago,0
Fardin Afif,5.0,"Cari laptop gaming second yang berkualitas dan masih garansi, cuman disini

Jaminan produk 👍👍👍👍",3 years ago,0
Babuz Zaman,5.0,Produknya sesuai,10 months ago,0
Iqbal Dzikrullah,5.0,"pelayanan bagus, harga terjangkau",a year ago,0
lusi ariani,5.0,"Pelayanan bagus, penjual sangat ramah 👍👍",3 years ago,0
M Yusuf N,5.0,"Laptop berkualitas, harga terjangkau dapat bonus😁",a year ago,0
muson kilat,5.0,Adminnya baik banget. Mau jelasin spek laptolnya satu2.,3 years ago,0
abimanyu,5.0,pelayanan sangat bagus 🤩,10 months ago,0
Cadan 07,5.0,murah,a week ago,0
zen gamal,5.0,Pelayanan prima harga masih bisa senggol-senggol,a year ago,0
panji nugroho,5.0,"Enak pelayanan ny, enak tempatnya. Joss",3 years ago,0
Irianda Wahyu,5.0,Mantap lengkap,a year ago,0
Aditya Wahyu Pratama,5.0,"harga terjangkau dan kualitas good , terimakasih.",2 years ago,0
M Rokhiqil,5.0,"Bakule ramah, bonus nya banyak, barang oke 🔥🔥🔥",2 years ago,0
Didik xlr,5.0,Produk sesuai ekpetasi. Mantap pokoke recommended jos!,3 years ago,0
Ivansyah,5.0,"Garansi panjang, barang berkualitas, harga ramah dikantong...",3 years ago,0
Maulana Sadid,5.0,"Pelayanan sangat memuaskan, harga terjangkau",3 years ago,0
luluk cantik,5.0,"Laptop Bagus dan original.
bergaransi resmi",8 months ago,0
Qonita Izzatunnisa,5.0,"Pelayanannya baguus, harganya oke, tempatnya juga nyaman",3 years ago,0
Fina Indriana,5.0,"Mantapp pilihannya banyak, masnya informatif, harga juga miring 👍👍",2 years ago,0
Dheony Danis Wara,5.0,"Mantap jiwa ramah, tempat nyaman bersih dan rapi",3 years ago,0
Mahfud Risnansyah,5.0,"Good service, barang sesuai, harga bersaing",3 years ago,0
Miftah Komar,5.0,"Ini five star, barang bagus bagus  ara araaa",a year ago,0
Muhammad Rendy Almustofa,5.0,Berkualitas banget ga salah pilih yg ini,2 years ago,0
Arya Yudha,5.0,Barangnya mulus,3 years ago,0
gregorius Eka,5.0,Tempat jual beli laptop paling rekomended. 👏,2 years ago,0
Yohan Rahmadani,5.0,"Tempat Cari laptop second like new
rekomen 👍",2 years ago,0
Pandu Dian Wicaksono,5.0,"Mantabbbbbb betul, terimakasih",5 months ago,0
Gagas Satriawan,5.0,"Penjualnya ramah, pembelinya sumringah 👍🏻",3 years ago,0
05. Anugerah Bintang,5.0,"Terpercaya, murah, bisa dijamin semuanya",2 years ago,0
Indra Setiawan,5.0,"Barang oke, pelayanan bagus 👍",2 years ago,0
Gevan Fayad Raihan,5.0,puas,4 months ago,0
Andrean Firmansyah,5.0,"Tempatnya nyaman
Mas mas nya asik
Mantap dah",2 years ago,0
Khanafi Asnan,5.0,"pelayanan oke mantap ,tempat bersih nyaman",3 years ago,0
arini sabrina,5.0,Ramah dan nyaman untuk tanya2 seputar produk,a year ago,0
Addin briliantoro,5.0,Pelayanan ramah dan kualitas oke,a year ago,0
Rizky Aditya,5.0,"Pelayanan yang bagus, mantap pokoknya",a year ago,0
ananda setyadharma,5.0,"Sangat rekomendasi, (saya orang bukan adminya)",3 years ago,0
Raffie Tsaury Kusuma Hadi,5.0,Pelayanan baik,6 months ago,0
Nicka Adelia,5.0,"Produknya keren keren, masnya juga ramah banget, the best lah",4 years ago,0
maesa kabuki,5.0,"Ramah, kualitas bagus",8 months ago,0
Ciblek Riders,5.0,Penjual ramah parah sukses terus bang,2 years ago,0
Pandu Dian Wicaksono,5.0,"Mantabbbbbb betul, terimakasih",5 months ago,0
Azyumardi Gemilang Ade Putra,5.0,"Mantabbb, harga terjangkau, unit bagus",2 years ago,0
Agus Widyanto,5.0,Jual beli laptop Jogja yg recomended,11 months ago,0
Adi Gun,5.0,"Tempat jualbeli laptop, recomenddet, murah, berkualitas.",2 years ago,0
Abdul Lathif,5.0,Rekomendasi kalo cari laptop second kualitas oke..,2 years ago,0
Widya Khalifah,5.0,Dapet harga super deal 👍🏻👍🏻,a year ago,0
Ahmad bustomi,5.0,Mantab Hero computer moga awet laptop nya,3 years ago,0
Ahmad Syaogi,5.0,"Laptop bekas kondisi baik, pelayanan ramah + bonus",3 years ago,0
Shodiq Mustaqim,5.0,"Beli laptop ? Gass kesini aja, Recommended.",2 years ago,0
Dickyyapto Kusumo,5.0,Cari laptop second tapi like new ngk nyesel hero komputer rajanya 😎😎,3 years ago,0
David Farhan,5.0,Pelayanan mantap,a year ago,0
Febri Rahmanto,5.0,Tempat beli laptop second paling recommended asli,2 years ago,0
Anisa Dwiwulandari,5.0,Pelayanan oke,a year ago,0
Muhammad Niko Herlangga,5.0,mase baik,10 months ago,0
Ragil wahyu saputro,5.0,Mantap sekali,10 months ago,0
Rike Dwi Santari,5.0,"Pilihan laptop banyak, harga bagus, barang berkualitas.",2 years ago,0
Nazlaland,5.0,"Pelayanan ramah, tokonya bersih",2 years ago,0
Taufiq Rijaal,5.0,Mantab mantab,a year ago,0
Fadila Sobasita,5.0,Yuk yg butuh laptop bagus segera merapat. Cek langsung bungkus.,3 years ago,0
Risang Panji Kumoro,5.0,Tempat Jual Beli Laptop yang harganya murah tapi ga murahan 👍🏻,3 years ago,0
Handryanto Handryanto,5.0,Mantap sesuai keinginan,8 months ago,0
ibnu _abdil,5.0,Tempat beli laptop paling mantap recomended banget !!!,3 years ago,0
Fitri Zunita,5.0,Rekomendasi laptop second berkualitas di jogja,a year ago,0
Java Mahdi,5.0,"Barang bagus, pelayanan siipppp👍👍👍",2 years ago,0
Yuliani Tri nurdayanti,5.0,"Pelayanan ramah, harga termurah",a year ago,0
jojobass,5.0,Barang Bagus harga masuk akal 🔥🔥,a year ago,0
Rizki Alfian,5.0,"leptop masih rasa baru dan masih garansi, kacau sii",2 years ago,0
rifqi dito,5.0,Sangat rekomendasi,2 years ago,0
Safira Arn,5.0,Ramahh barang bagus like new muluss dan murahh 🖤🖤,3 years ago,0
Rikaa,5.0,"respon masnya cepet, persediaan laptop juga banyak",2 years ago,0
Akbar Debs,5.0,tempatdan pelayanannya bagus dan nyaman 👌,a year ago,0
Garindha Jea Alkaf (Jeje),5.0,"Pelayanan bagus, harga termurah",a year ago,0
Adimada hasanal Efendi,5.0,Rekomendasi store laptop murah dan banyak bonusnya,2 years ago,0
Khoirul Misbah,5.0,murah meriah masih bergaransi resmi semua bosku,3 years ago,0
Agus Sumarno,5.0,Pelayanan baik,10 months ago,0
M. Yusuf Rahardian Dev,5.0,"Pelayanan mantap, sat set",a year ago,0
Armando Kenkao,5.0,Bisa jadi rekomendasi cari laptop 2nd dari entry level - High,3 years ago,0
ilham oktavian,5.0,Rekomen untuk pembelian laptop bekas bergaransi 👍,3 years ago,0
ahmad fajar,5.0,"Beli laptop disini, puas, di jelaskan dengan rinci barangnya.",3 years ago,0
Bima Afrizal Malna,5.0,"Barang oke, harga murah👍",a year ago,0
Arfina Apti Alimah,5.0,Recomended dan terpercaya bgt  buat beli laptoppp,3 years ago,0
Aji Satria Ganggadetta,5.0,Toko Laptop Terpercaya dan harga terjangkau🤩🤩👍,2 years ago,0
Reynandre Maulana,5.0,"cpuas banget order disini, tidak mengecewakan",2 years ago,0
Hadyan hafifi,5.0,Tmpat rekomen yg mau beli laptop second gaming,3 years ago,0
harindo global trust,5.0,Mantab. Sudah beli 2 kali,2 years ago,0
Ruslan Zamroni,5.0,"Mantul, semoga laptopnya awet ya,",2 years ago,0
Misbachul Munir,5.0,"pelayanan memuaskan, yang pasti tidak mengecewakan",2 years ago,0
Muhammad Doriski 269,5.0,Kualitas bagus,3 years ago,0
Alven Iklasul Fahamsyah,5.0,"Baik, pilihan banyak memuaskan",a year ago,0
aidah ayu,5.0,"mantapp, pelayanan ok bgt👍👍👍",2 years ago,0
Nafi'ah Rahma,5.0,pelayanannya mantap,2 years ago,0
Reynandre Maulana,5.0,"cpuas banget order disini, tidak mengecewakan",2 years ago,0
Achmad Yulianto,5.0,Harga murah barang mewah yang punya ramah👍🏻👍🏻👍🏻,4 years ago,0
Okta Ria,5.0,pelayanan oke ramah recomended,a year ago,0
Cahya_Syn,5.0,"Pelayanan oke, yang punya ramah 👍",3 years ago,0
Alim Dwi hardika,5.0,"Pelayanan sangat ramah, recommended deh",3 years ago,0
Yohanes Christda,5.0,"Beli laptop terbaru dan bergaransi..
Manteup",a year ago,0
Fina Rahma Wulandari,5.0,Tempat cari laptop berkualitas terbaik,2 years ago,0
Imam Noor,5.0,bagussss,5 months ago,0
Siapakah Saya,5.0,Tempat beli laptop second yang berkualitas,2 years ago,0
KENGY GILANG RAMADHAN,5.0,"Kualitas oke, harga bersahabat mantapp",3 years ago,0
Prasetyo Nugroho,5.0,Mantap Rekomendasi,3 years ago,0
Yohana Lestarina Nage,5.0,Pelayananya baik,a year ago,0
Bayu Prasetyo,5.0,pelayanan oke,a year ago,0
Samson Moses Simbolon,5.0,"Pelayanan nya bagus , laptop nya juga bagusss",3 years ago,0
Galih A. Setiyawan,5.0,Tempat nyaman laptop lengkap,10 months ago,0
Indah Ayu,5.0,Mantap 👍👍👍👍,4 months ago,0
Avissina Asqolani,5.0,Bagus Nyaman barang sesuai pesanan,3 years ago,0
Dhifa Aji,5.0,Terbaik,3 years ago,0
Hari Prasetyo hariprasetyo.2021,5.0,"Keren,tempat nya nyaman",a year ago,0
Fransiskus Xaverius Kati Lile,5.0,terpercaya.....🙏🙏🙏🙏mantap,3 years ago,0
Haikal Rahmadany,5.0,Jos,a year ago,0
Hanggara B.N,5.0,"mas nya ramah, bintang kejora ⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️⭐️",3 years ago,0
Wildan Ashshiddiqi,5.0,"Seller ramah, informatif, selalu mendampingi jika ada masalah",3 years ago,0
Muhammad Thoriq Alkatiri,5.0,Laptop secondnya masih baru2 dan staf helpful,2 years ago,0
nova ardiansyah,5.0,Pelayanan bagus,a year ago,0
Alvin Novian Perdana,5.0,Tempat nyaman buat laptop bekas.. good,3 years ago,0
Arlan Dias,5.0,Mantapp barang sesuai dengan foto di instagram,2 years ago,0
Satria Pratama,5.0,Oke,6 months ago,0
Firgo Saputra,5.0,"Semua harganya bersahabat, mantep poll👌",3 years ago,0
Muh Arya Ihza Nugroho,5.0,Jos pokok e,a year ago,0
arhif rochman,5.0,Recomended untuk nyari laptop segala merk,2 years ago,0
muharizal andri,5.0,Barang barang nya jos,7 months ago,0
Elvas Wicaksana,5.0,Barang bagus harga juga yg terbaik,3 years ago,0
Rifqi Raznan,5.0,Pelayanan ramahh dan baikk mantap!,3 years ago,0
SANDI PUTRA,5.0,Pelayanan ramah dan cepat,a year ago,0
agung harto,5.0,"Mantab, pelayanan ramah worthit",2 years ago,0
Dewa chandra,5.0,sangat rekomendasi,7 months ago,0
Novaldi Mustamin,5.0,Pelayanan oke bonus pembelian oke,2 years ago,0
Putri fadhila ardiansyah,5.0,pelayanan ramah,a year ago,0
YOGA BANGUN NUGROHO,5.0,Pelayanannya ramah,2 years ago,0
ammar alimm,5.0,Barang nya bagus2 dan terpercaya,3 years ago,0
Friska Pamungkas,5.0,"Recommended, aman dan terpercaya.",3 years ago,0
fadhil ananda siregar,5.0,Pelayanan bagus dan memuaskan,a year ago,0
Khoirul Amin,5.0,"Tempatnya woww, pelayanannya muantappp polll",3 years ago,0
batara yudhistira,5.0,jossss pokok nya🔥,3 years ago,0
Titin Nurinayah,5.0,Tokonya sangat terpercaya,2 years ago,0
David sulistyo Wibowo,5.0,Sangat baik,3 years ago,0
RB farm,5.0,Laptopnya oke.. Harga terjangkau.,2 years ago,0
Kang Wan,5.0,Laptop second like new dengan harga terjangkau,2 years ago,0
miko aja,5.0,Mantap pokoknya,a year ago,0
PRAMONO A,5.0,"Makan opor di amerika, beli laptop ya di hero computer jogja",3 years ago,0
Erikko Abimayu,5.0,Pelayanan terbaik dan kualitas dijamin,3 years ago,0
jundan izza,5.0,Kondisi Laptop sesuai dengan apa yg di dijanjikan mantap,3 years ago,0
Firzi Alfharizar,5.0,worth it bgt beli laptop disini,3 years ago,0
Ridho Saputro,5.0,"Recommendeed, Mantaaapss ...",5 months ago,0
13 Azhar Ahyan,5.0,Kewrenn,2 years ago,0
Muhammad Khansa,5.0,Mantap barang bagus,3 years ago,0
RzaAdty,5.0,Langganan 👌🏻,4 months ago,0
Matematika 03,5.0,rekomendasi toko laptop bekas terbaik di jogja,3 years ago,0
muladi,5.0,Barangnya bagus bagus. Mantap,2 years ago,0
Wanto Kayana,5.0,Recommended seller. Tempat nyaman,4 years ago,0
Syaifulloh Nugroho,5.0,"Recomended, harga pelajar",a year ago,0
LINTANG LINTANG,5.0,"Tempat nyaman, laptoo bagus dan terawat",3 years ago,0
Muhammad Rafiq Lauzai,5.0,,4 months ago,0
Harzil Hasim,5.0,memuaskan jos mase,3 years ago,0
Syamsul Fajri,5.0,Gass cari laptop disini,10 months ago,0
Daniel Fendi,5.0,"Pelayanan Baik, Ramah.",2 years ago,0
Surya Putra pratama,5.0,"Mantapp,",3 years ago,0
301_Yudha Tirtadinata,5.0,mantap harganya terjangkau,a year ago,0
Angelina Widita Swasti,5.0,Sangat bagus dan memuaskan,2 years ago,0
Patricia Pebriana,5.0,Bagus nyaman banget,3 years ago,0
shendy wahyu widiyarto,5.0,Laptop bagus + garansi,8 months ago,0
Arfian Faizzatur Alyafis,5.0,harga terjangkau,2 years ago,0
Afif Imaduddin,5.0,Temukan laptop idamanmu disini 👍,3 years ago,0
Cahyo Pamungkas,5.0,pelayanan ramah,2 years ago,0
Aji Pradana,5.0,Jual beli laptop terpecaya hanya di Hero Computer,a year ago,0
Ahmad Sholihun,5.0,Layanan prima dan memuaskan,2 years ago,0
Iswan Ardi 323,5.0,tempat beli laptop recommended 👍🏻👍🏻,a year ago,0
Noventio Ariasena Prabowo,5.0,pelayanannya asik 100%,2 years ago,0
Ugiex_permana Permana,5.0,terlengkap di wukirharjo,3 years ago,0
HASSAN SAA,5.0,Hero computer mantap,a year ago,0
Dhe' Pan,5.0,"Seler Ramah , Amanah . Kualitas Istimewaa",4 years ago,0
Bagus Arif,5.0,"Pelayanan baik, dan ramah",2 years ago,0
09. Fajar Yoga pratama,5.0,mantap pelayanan oke,a year ago,0
Fariz Putra,5.0,"Barang bagus, mantap",2 years ago,0
Orges Sprinter,5.0,Pelayanan sangat nyaman,a year ago,0
Setiawan Nufri Hidayat,5.0,"top pokoknya, recommended",2 years ago,0
Hendriansyah,5.0,Mantap lah pokoknyaa,a year ago,0
Juliana tri sunarti,5.0,nyaman pelayanan ramah,2 years ago,0
Dimas Ardi,5.0,Ramah melayani maksimal menjual,3 years ago,0
Ahmad Asad Malik Syoh Putra,5.0,The best lahh. Yokk kesini yokkk.,2 years ago,0
Rio Pradana,5.0,"Murah, Lengkap, Terpercaya!🔥🔥🔥",2 years ago,0
Angga,5.0,Mntap,7 months ago,0
045_Ahmad Mahran Rafiqi,5.0,Laptop yg dijual mantab 👍,2 years ago,0
amirul bk,5.0,"Belanja puas, harga pas 🤝",2 years ago,0
Kelas Hukum,5.0,Mantap,7 months ago,0
Luqman Hakim,5.0,"Ramah dan nyaman, laptop juga murah",3 years ago,0
01_Abhirama Sunu Ardi,5.0,sangat rekomen sekali,a year ago,0
Fajar Hidayat,5.0,Laptop murah dan kualitas terbaik,2 years ago,0
aby hafizh,5.0,Bukan kaleng kaleng,a year ago,0
Muhammad Nur Alfi Syahri,5.0,Keren matap.. laptopnya kualitasnya bagus2👍👍,3 years ago,0
Jatmika A,5.0,mantap. pelayanan terbaik,3 years ago,0
Jobnas,5.0,Barang bagus... Bukan kaleng-kaleng,3 years ago,0
Muhammad Roy,5.0,Terbaik untuk kalangan mahasiswa 🥳,2 years ago,0
Angga,5.0,Mntap,7 months ago,0
Alfonsus Radityo,5.0,Produk laptop gamingnya bagus dan bergaransi 👍👍👍,4 years ago,0
Ahmad D,5.0,Pelayanan bagus banget,a year ago,0
Cahya Danurahman,5.0,Seller komunikatif dan produk oke,a year ago,0
rizky dzikra,5.0,Mantabb pokoknyaa,a year ago,0
Lukman Rakhim Haris,5.0,Pelayanan ramah. Joss,3 years ago,0
Gilang Ramadhan,5.0,Pelayanan 👍,3 years ago,0
Kesit Bayu P,5.0,Bagus harga juga masuk akal,2 years ago,0
Ika Widyastuti,5.0,Pelayanan bintang 5 banget!!!,2 years ago,0
umar s,5.0,,9 months ago,0
ipank kiwkiw,5.0,"Pelayanan ramah,",3 years ago,0
Muh Am Elmiro,5.0,Mantap. Trimakasih,11 months ago,0
Ton ton,5.0,"Ramah, barangnya bagus bagus",3 years ago,0
Anugerah Chandra,5.0,Tempat nyaman dan banyak pilihan 👍,4 years ago,0
Arif Amanah,5.0,Lanjutkan !!!,3 years ago,0
Azza Aulia,5.0,,7 months ago,0
Auryn Hanselino,5.0,Mantab rekomendasi,a year ago,0
Wahyu Aji Pamungkas,5.0,Keren mantul pelayanan asik,3 years ago,0
Vitto 21,5.0,Brng sesuai,a year ago,0
mario tri,5.0,Pelayanan ramah,3 years ago,0
Arkan MG,5.0,tempat beli laptop terpercaya,a year ago,0
anna aprilia,5.0,Murah dan terpercaya 🔥👍,2 years ago,0
Andika Ronaldo,5.0,Uademmm & recommended buat yg cari laptop,3 years ago,0
MUH RIFALDY TAKAPENTE,5.0,"Mantappl
Pelayanan terbaik",3 years ago,0
Miqdam Wahyu,5.0,jos,8 months ago,0
fahrizal fitriono,5.0,Rekomendasi toko laptop second,3 years ago,0
Haidarghiffari Adam,5.0,Pelayanan ramah,3 years ago,0
Adien Tsaqif,5.0,Mantap,3 years ago,0
Fissilmi Khoirunnisa,4.0,pelayanan sangat baik,2 years ago,0
Ziardi_,5.0,"Mantap, banyak diskon.",3 years ago,0
Raden MRA,5.0,mantap,8 months ago,0
Aslam Talapiu,5.0,Keren poll🔥🔥🔥,a year ago,0
Isti Q,5.0,"Joss pokok'e
Ramah...",a year ago,0
AHMAD RAHMANDANI -,5.0,mantappp,6 months ago,0
ilhan Savero Raihan,5.0,Keren sekali,a year ago,0
Hardria Rio Al-fayet,5.0,Pelayanan terbaik 🔥🔥🔥,a year ago,0
Aristo Tanor,5.0,Sangat terpercaya dan mantap!,3 years ago,0
Arif Setya,5.0,Mantab,6 months ago,0
Rafli Fidiyaz raflifidiyaz.2019,5.0,Mantappp,9 months ago,0
Beni Ainur Rozaq,5.0,Om beni,a year ago,0
vannn 11,5.0,Toko yang sangat bagus,2 years ago,0
206_ Ismail,5.0,rekomendedd buat yang nyarii laptop,a year ago,0
Zaenul Muto'i,5.0,andalan buat yang butuh laptop/pc,2 years ago,0
Dracboi,5.0,sakjose,9 months ago,0
062_Irham Lukman,5.0,Laptop berkualitas,2 years ago,0
Segawon Segawon,5.0,aku sih yess,2 years ago,0
Dimas Bayu,5.0,Keren lengkap seri nya,2 years ago,0
Melkhy Sensi,5.0,Mantap 👍🏻,a year ago,0
Akhy Putra,5.0,Memuaskan,a year ago,0
BRO YEI,5.0,Mantap 👍,a year ago,0
Septiana Sabila Hasna,5.0,Mantap! Lengkap! Murah!,3 years ago,0
Game Account,5.0,"Lengkap, murah",2 years ago,0
luthfia safirani renaningtyas,5.0,pelayanan sangat baik,2 years ago,0
079_ Febrian Dwi Purnama,5.0,Rekomendasi Laptop 2nd paling mantap,3 years ago,0
ahmad khanif ali wafa,5.0,Tempat beli laptop teroke,a year ago,0
TSM Vilan,5.0,Pelayanan cepat dan Ramah,3 years ago,0
